Function Code,Function Name,Function Description,Control Test Code,Control Test Name,Control Test Description,Guideline Code,Guideline Name,Guideline Description
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.5,Address common coding vulnerabilities in software-development processes,"a Examine software-development policies and procedures to verify that up-to-date training in secure coding techniques is required for developers at least annually, based on industry best practices and guidance.
b Examine records of training to verify that software developers receive up-to-date training on secure coding techniques at least annually, including how to avoid common coding vulnerabilities.
c Verify that processes are in place to protect applications from, at a minimum, the following vulnerabilities:",6.5.9,Cross-site request forgery (CSRF),Examine software development policies and procedures and interview responsible personnel to verify that cross-site request forgery (CSRF) is addressed by coding techniques that ensure applications do not rely on authorization credentials and tokens automatically submitted by browsers.
6,Develop and maintain secure systems and applications,"Unscrupulous individuals use security vulnerabilities to gain privileged access to systems. Many of these vulnerabilities are fixed by vendor- provided security patches, which must be installed by the entities that manage the systems. All systems must have all appropriate software patches to protect against the exploitation and compromise of cardholder data by malicious individuals and malicious software.",6.6,"For public-facing web applications, address new threats and vulnerabilities on an","For public-facing web applications, ensure that either
one of the following methods is in place as follows:
-    Examine documented processes, interview personnel, and examine records of application security assessments to verify that public-facing web applications are reviewed—using either manual or automated vulnerability security assessment tools or methods—as follows:
- At least annually
- After any changes
- By an organization that specializes in application
security
- That, at a minimum, all vulnerabilities in
",,,
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.
""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job",7.1,Limit access to system components and cardholder data to only those individuals whose job requires such access.,,7.1.1,Define access needs for each role,"Select a sample of roles and verify access needs for each role are defined and include:
-  System components and data resources that each role needs to access for their job function
-  Identification of privilege necessary for each role to perform their job function."
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.
""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job.",7.1,Limit access to system components and cardholder data to only those individuals whose job requires such access.,,7.1.2, Restrict access to privileged user IDs to least privileges necessary to perform job responsibilities.,"a Interview personnel responsible for assigning access to verify that access to privileged user IDs is:
-  Assigned only to roles that specifically require such privileged access
-  Restricted to least privileges necessary to perform job responsibilities.
b Select a sample of user IDs with privileged access and interview responsible management personnel to verify that privileges assigned are:
-  Necessary for that individual's job function
-  Restricted to least privileges necessary to perform job responsibilities."
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.

""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job.",7.1,Limit access to system components and cardholder data to only those individuals whose job requires such access.,,7.1.3,Assign access based on individual personnel's job classification and function.,Select a sample of user IDs and interview responsible management personnel to verify that privileges assigned are based on that individual's job classification and function.
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.

""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job.",7.1,Limit access to system components and cardholder data to only those individuals whose job requires such access.,,7.1.4,Require documented approval by authorized parties specifying required privileges.,"Select a sample of user IDs and compare with documented approvals to verify that:
-  Documented approval exists for the assigned privileges
-  The approval was by authorized parties
-  That specified privileges match the roles assigned to the individual."
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.

""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job.",7.2, Examine system settings and vendor documentation ,"Establish an access control system(s) for systems components that restricts access based on a user's need to know, and is set to ""deny all"" unless specifically allowed.
This access control system(s) must include the following:",7.2.1,Coverage of all system components,Confirm that access control systems are in place on all system components.
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.

""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job.",7.2, Examine system settings and vendor documentation ,"Establish an access control system(s) for systems components that restricts access based on a user's need to know, and is set to ""deny all"" unless specifically allowed.
This access control system(s) must include the following:",7.2.2,Assignment of privileges to individuals based on job classification and function.,Confirm that access control systems are configured to enforce privileges assigned to individuals based on job classification and function.
7,Restrict access to cardholder data by business need to know,"To ensure critical data can only be accessed by authorized personnel, systems and processes must be in place to limit access based on need to know and according to job responsibilities.
""Need to know"" is when access rights are granted to only the least amount of data and privileges needed to perform a job.",7.2, Examine system settings and vendor documentation ,"Establish an access control system(s) for systems components that restricts access based on a user's need to know, and is set to ""deny all"" unless specifically allowed.
This access control system(s) must include the following:",7.2.3,"Default ""deny-all"" setting.","Confirm that the access control systems have a default
""deny-all"" setting."
8,Identify and authenticate access to system components,"Assigning a unique identification (ID) to each person with access ensures that each individual is uniquely accountable for their actions. When such accountability is in place, actions taken on critical data and systems are performed by, and can be traced to, known and authorized users and processes.
The effectiveness of a password is largely determined by the design and implementation of the authentication system - particularly, how frequently password attempts can be made by an attacker, and the security methods to protect user passwords at the point of entry, during transmission, and while in storage.",8.1,Define and implement policies and procedures to ensure proper user identification management for non- consumer users and administrators on all system components as follows:,"a Review procedures and confirm they define processes for each of the items below at 8.1.1 through 8.1.8
b Verify that procedures are implemented for user identification management",,,
8,Identify and authenticate access to system components,"Assigning a unique identification (ID) to each person with access ensures that each individual is uniquely accountable for their actions. When such accountability is in place, actions taken on critical data and systems are performed by, and can be traced to, known and authorized users and processes.
The effectiveness of a password is largely determined by the design and implementation of the authentication system - particularly, how frequently password attempts can be made by an attacker, and the security methods to protect user passwords at the point of entry, during transmission, and while in storage.",8.2,In addition to assigning a unique ID,"To verify that users are authenticated using unique ID and additional authentication (for example, a password/phrase) for access to the cardholder data environment, perform the following:
-    Examine documentation describing the authentication method(s) used.
-    For each type of authentication method used and for each type of system component, observe an authentication to verify authentication is functioning consistent with documented authentication method(s).",,,
8,Identify and authenticate access to system components,"Assigning a unique identification (ID) to each person with access ensures that each individual is uniquely accountable for their actions. When such accountability is in place, actions taken on critical data and systems are performed by, and can be traced to, known and authorized users and processes.
The effectiveness of a password is largely determined by the design and implementation of the authentication system - particularly, how frequently password attempts can be made by an attacker, and the security methods to protect user passwords at the point of entry, during transmission, and while in storage.",8.3,Secure all individual non-console administrative access and all remote access to the CDE,,,,
8,Identify and authenticate access to system components,"Assigning a unique identification (ID) to each person with access ensures that each individual is uniquely accountable for their actions. When such accountability is in place, actions taken on critical data and systems are performed by, and can be traced to, known and authorized users and processes.
The effectiveness of a password is largely determined by the design and implementation of the authentication system - particularly, how frequently password attempts can be made by an attacker, and the security methods to protect user passwords at the point of entry, during transmission, and while in storage.",8.4,Document and communicate authentication policies and procedures to all users,"a Examine procedures and interview personnel to verify that authentication policies and procedures are distributed to all users.
b Review authentication policies and procedures that are distributed to users and verify they include:
-    Guidance on selecting strong authentication credentials
-    Guidance for how users should protect their authentication credentials.
-    Instructions for users not to reuse previously used passwords
-    Instructions to change passwords if there is any suspicion the password could be compromised.
c Interview a sample of users to verify that they are familiar with authentication policies and procedures.",,,
8,Identify and authenticate access to system components,"Assigning a unique identification (ID) to each person with access ensures that each individual is uniquely accountable for their actions. When such accountability is in place, actions taken on critical data and systems are performed by, and can be traced to, known and authorized users and processes.
The effectiveness of a password is largely determined by the design and implementation of the authentication system - particularly, how frequently password attempts can be made by an attacker, and the security methods to protect user passwords at the point of entry, during transmission, and while in storage.",8.5,"Do not use group, shared, or generic IDs, passwords, or other authentication methods","a For a sample of system components, examine user ID lists to verify the following:
-    Generic user IDs are disabled or removed.
-    Shared user IDs for system administration activities and other critical functions do not exist.
-    Shared and generic user IDs are not used to administer any system components.
b Examine authentication policies and procedures to verify that use of group and shared IDs and/or passwords or other authentication methods are explicitly prohibited.
c Interview system administrators to verify that group and shared IDs and/or passwords or other authentication methods are not distributed, even if requested.",,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.1,Use appropriate facility entry controls to limit and monitor physical access to systems in the cardholder data environment.,"Verify the existence of physical security controls for each computer room, data center, and other physical areas with systems in the cardholder data environment.
-    Verify that access is controlled with badge readers or other devices including authorized badges and lock and key.
-    Observe a system administrator’s attempt to log into consoles for randomly selected systems in the cardholder data environment and verify that they are “locked” to prevent unauthorized use.",9.1.1,Use either video cameras or access control mechanisms,"a Verify that either video cameras or access control mechanisms (or both) are in place to monitor the entry/exit points to sensitive areas.
b Verify that either video cameras or access control mechanisms (or both) are protected from tampering or disabling.
c Verify that data from video cameras and/or access control mechanisms is reviewed, and that data is stored for at least three months."
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.1,Use appropriate facility entry controls to limit and monitor physical access to systems in the cardholder data environment.,"Verify the existence of physical security controls for each computer room, data center, and other physical areas with systems in the cardholder data environment.
-    Verify that access is controlled with badge readers or other devices including authorized badges and lock and key.
-    Observe a system administrator’s attempt to log into consoles for randomly selected systems in the cardholder data environment and verify that they are “locked” to prevent unauthorized use.",9.1.2,Implement physical and/or logical controls,Interview responsible personnel and observe locations of publicly accessible network jacks to verify that physical and/or logical controls are in place to restrict access to publicly accessible network jacks.
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.1,Use appropriate facility entry controls to limit and monitor physical access to systems in the cardholder data environment.,"Verify the existence of physical security controls for each computer room, data center, and other physical areas with systems in the cardholder data environment.
-    Verify that access is controlled with badge readers or other devices including authorized badges and lock and key.
-    Observe a system administrator’s attempt to log into consoles for randomly selected systems in the cardholder data environment and verify that they are “locked” to prevent unauthorized use.",9.1.3,"Restrict physical access to wireless access points, gateways, handheld devices, networking/communications hardware, and telecommunication lines.","Verify that physical access to wireless access points, gateways, handheld devices, networking/communications hardware, and telecommunication lines is appropriately restricted."
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.3,Use appropriate facility entry controls to limit and monitor physical access to systems in the cardholder data environment.,"a For a sample of onsite personnel with physical access to sensitive areas, interview responsible personnel and observe access control lists to verify that:
-    Access to the sensitive area is authorized.
-    Access is required for the individual’s job function.
b Observe personnel accessing sensitive areas to verify that all personnel are authorized before being granted access.
c Select a sample of recently terminated employees and review access control lists to verify the personnel do not have physical access to sensitive areas.",,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.4,Implement procedures to identify and authorize visitors.,Verify that visitor authorization and access controls are in place,,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.5,Physically secure all media.,"Verify that procedures for protecting cardholder data include controls for physically securing all media (including but not limited to computers, removable electronic media, paper receipts, paper reports, and faxes).",,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.6,Maintain strict control over the internal or external distribution of any kind of media,"Verify that a policy exists to control distribution of media, and that the policy covers all distributed media including that distributed to individuals.",,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.7,Maintain strict control over the storage and accessibility of media.,Obtain and examine the policy for controlling storage and maintenance of all media and verify that the policy requires periodic media inventories.,9.7.1,Properly maintain inventory logs of all media and conduct media inventories at least annually.,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.8,Destroy media when it is no longer needed for business or legal reasons,"Examine the periodic media destruction policy and verify that it covers all media and defines requirements for the following:
-    Hard-copy materials must be crosscut shredded, incinerated, or pulped such that there is reasonable assurance the hard- copy materials cannot be reconstructed.
-    Storage containers used for materials that are to be destroyed must be secured.
-    Cardholder data on electronic media must be rendered unrecoverable (e.g., via a secure wipe program in accordance with industry-accepted standards for secure deletion, or by physically destroying the media).",,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.9,Protect devices that capture payment card data via direct physical interaction with the card from tampering and substitution.,"Examine documented policies and procedures to verify they include:
-    Maintaining a list of devices
-    Periodically inspecting devices to look for tampering or substitution
-    Training personnel to be aware of suspicious behavior and to report tampering or substitution of devices.",,,
9,Restrict physical access to cardholder data,"Any physical access to data or systems that house cardholder data provides the opportunity for individuals to access devices or data and to remove systems or hardcopies, and should be appropriately restricted. For the purposes of Requirement 9, “onsite personnel” refers to full-time and part-time employees, temporary employees, contractors and consultants who are physically present on the entity’s premises. A “visitor” refers to a vendor, guest of any onsite personnel, service workers, or anyone who needs to enter the facility for a short duration, usually not more than one day. “Media” refers to all paper and electronic media containing cardholder data.",9.10,Ensure that security policies and operational procedures for restricting physical access to cardholder data are documented,"Examine documentation and interview personnel to verify that security policies and operational procedures for restricting physical access to cardholder data are:
-    Documented,
-    In use, an
-    Known to all affected parties.",,,
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.1,Implement audit trails to link all access to system components to each individual user.,"Verify, through observation and interviewing the system administrator, that:
-    Audit trails are enabled and active for system components.
-    Access to system components is linked to individual users.",,,
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.2,Implement automated audit trails for all system components to reconstruct the following events:,"Through interviews of responsible personnel, observation of audit logs, and examination of audit log settings",10.2.1,,
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.2,Implement automated audit trails for all system components to reconstruct the following events:,"Through interviews of responsible personnel, observation of audit logs, and examination of audit log settings",10.2.3,Access to all audit trails, Verify access to all audit trails is logged.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.2,Implement automated audit trails for all system components to reconstruct the following events:,"Through interviews of responsible personnel, observation of audit logs, and examination of audit log settings",10.2.4,Invalid logical access attempts,Verify invalid logical access attempts are logged.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.2,Implement automated audit trails for all system components to reconstruct the following events:,"Through interviews of responsible personnel, observation of audit logs, and examination of audit log settings",10.2.5,Use of and changes to identification and authentication mechanisms,"a Verify use of identification and authentication mechanisms is logged.
b Verify all elevation of privileges is logged.
c Verify all changes, additions, or deletions to any account with root or administrative privileges are logged."
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.2,Implement automated audit trails for all system components to reconstruct the following events:,"Through interviews of responsible personnel, observation of audit logs, and examination of audit log settings",10.2.6,"Initialization, stopping, or pausing of the audit logs","Verify the following are logged:
-  Initialization of audit logs
-  Stopping or pausing of audit logs."
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.3, Record at least the following audit trail entries for all system components for each event,"Through interviews and observation of audit logs, for each auditable event (from 10.2), perform",10.3.1,User identification,Verify user identification is included in log entries.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.3, Record at least the following audit trail entries for all system components for each event,"Through interviews and observation of audit logs, for each auditable event (from 10.2), perform",10.3.2, Type of event,Verify type of event is included in log entries.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.3, Record at least the following audit trail entries for all system components for each event,"Through interviews and observation of audit logs, for each auditable event (from 10.2), perform",10.3.3,Date and time,Verify date and time stamp is included in log entries.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.3, Record at least the following audit trail entries for all system components for each event,"Through interviews and observation of audit logs, for each auditable event (from 10.2), perform",10.3.4,Success or failure indication,Verify success or failure indication is included in log entries.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.3, Record at least the following audit trail entries for all system components for each event,"Through interviews and observation of audit logs, for each auditable event (from 10.2), perform",10.3.5,Origination of event,Verify origination of event is included in log entries.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.3, Record at least the following audit trail entries for all system components for each event,"Through interviews and observation of audit logs, for each auditable event (from 10.2), perform",10.3.6,"Identity or name of affected data, system component, or resource.","Verify identity or name of affected data, system component, or resources is included in log entries."
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.5,Secure audit trails so they cannot be altered.,Interview system administrators and examine system configurations and permissions to verify that audit trails are secured so that they cannot be altered,10.5.1,Limit viewing of audit trails to those with a job-related need.,Only individuals who have a job-related need can view audit trail files.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.5,Secure audit trails so they cannot be altered.,Interview system administrators and examine system configurations and permissions to verify that audit trails are secured so that they cannot be altered,10.5.2,Protect audit trail files from unauthorized modifications.,"Current audit trail files are protected from unauthorized modifications via access control mechanisms, physical segregation, and/or network segregation."
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.5,Secure audit trails so they cannot be altered.,Interview system administrators and examine system configurations and permissions to verify that audit trails are secured so that they cannot be altered,10.5.3,Promptly back up audit trail files to a centralized log server or media,Current audit trail files are promptly backed up to a centralized log server or media that is difficult to alter.
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.5,Secure audit trails so they cannot be altered.,Interview system administrators and examine system configurations and permissions to verify that audit trails are secured so that they cannot be altered,10.5.4,"Write logs for external-facing technologies onto a secure, centralized, internal log server or media device.","Logs for external-facing technologies (for example, wireless, firewalls, DNS, mail) are written onto a secure, centralized, internal log server or media."
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.5,Secure audit trails so they cannot be altered.,Interview system administrators and examine system configurations and permissions to verify that audit trails are secured so that they cannot be altered,10.5.5,,
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.6,Review logs and security events for all system components to identify anomalies or suspicious activity.,,,,
10,"Track and monitor all access to network resources and cardholder data
","Logging mechanisms and the ability to track user activities are critical in preventing, detecting, or minimizing the impact of a data compromise. The presence of logs in all environments allows thorough tracking, alerting, and analysis when something does go wrong. Determining the cause of a compromise is very difficult, if not impossible, without system activity logs.",10.7,"Retain audit trail history for at least one year, with a minimum of three months immediately available for analysis","a Examine security policies and procedures to verify that they define the following:
-    Audit log retention policies
-    Procedures for retaining audit logs for at least one year, with a minimum of three months immediately available online.
b Interview personnel and examine audit logs to verify that audit logs are retained for at least one year.
c Interview personnel and observe processes to verify that at least the last three months' logs are immediately available for analysis.",,,
11,Regularly test security systems and processes.,"Vulnerabilities are being discovered continually by malicious individuals and researchers, and being introduced by new software. System components, processes, and custom software should be tested frequently to ensure security controls continue to reflect a changing environment.",11.1,Implement processes to test for the presence of wireless access points,"a Examine policies and procedures to verify processes are defined for detection and identification of both authorized and unauthorized wireless access points on a quarterly basis.
b Verify that the methodology is adequate to detect and identify any unauthorized wireless access points, including at least the following:
-    WLAN cards inserted into system components
-    Portable or mobile devices attached to system components to create a wireless access point (for example, by USB, etc.)
-    Wireless devices attached to a network port or network device.
c If wireless scanning is utilized, examine output from recent wireless scans to verify that:
-    Authorized and unauthorized wireless access points are identified, and
-    The scan is performed at least quarterly for all system components and facilities.
d If automated monitoring is utilized (for example, wireless IDS/IPS, NAC, etc.), verify the configuration will generate alerts to notify personnel.",,,
11,Regularly test security systems and processes.,"Vulnerabilities are being discovered continually by malicious individuals and researchers, and being introduced by new software. System components, processes, and custom software should be tested frequently to ensure security controls continue to reflect a changing environment.",11.2,Run internal and external network vulnerability scans at least quarterly and after any significant change in the network,"Examine scan reports and supporting documentation to verify that internal and external vulnerability scans are performed as follows:
",11.2.1,Perform quarterly internal vulnerability scans,"a Review the scan reports and verify that four quarterly internal scans occurred in the most recent 12- month period.
b Review the scan reports and verify that all “high risk” vulnerabilities are addressed and the scan process includes rescans to verify that the “high risk” vulnerabilities (as defined in PCI DSS Requirement 6.1) are resolved.
c Interview personnel to verify that the scan was performed by a qualified internal resource(s) or qualified external third party and, if applicable, organizational independence of the tester exists (not required to be a QSA or ASV)."
11,Regularly test security systems and processes.,"Vulnerabilities are being discovered continually by malicious individuals and researchers, and being introduced by new software. System components, processes, and custom software should be tested frequently to ensure security controls continue to reflect a changing environment.",11.2,Run internal and external network vulnerability scans at least quarterly and after any significant change in the network,"Examine scan reports and supporting documentation to verify that internal and external vulnerability scans are performed as follows:
",11.2.2,Perform quarterly external vulnerability scans,"a Review output from the four most recent quarters of external vulnerability scans and verify that four quarterly external vulnerability scans occurred in the most recent 12- month period.
b Review the results of each quarterly scan and rescan to verify that the ASV Program Guide requirements for a passing scan have been met (for example, no vulnerabilities rated 4.0 or higher by the CVSS, and no automatic failures).
c Review the scan reports to verify that the scans were completed by a PCI SSC Approved Scanning Vendor (ASV)."
