Constant,Scope,Value,Default Value
DASHBOARDS$TASK$TASK_SUMMARY$ITEM_DESCRIPTION,SERVER,Сводка Статусов Задач,Task Status Summary
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ITEM_NAME,SERVER,Статусы Задач,Task Statuses
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_NAME_HEADER,SERVER,Название Задачи,Task Name
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_CATEGORY_HEADER,SERVER,Категория Задачи,Task Category
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$PROJECT_HEADER,SERVER,Проект,Project
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_MANAGER_HEADER,SERVER,Менеджер Задачи,Task Manager
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$TASK_ASSIGNEE_HEADER,SERVER,Назначенное Лицо,Task Assignee
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$STATUS_HEADER,SERVER,Статус,Status
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$PRIORITY_HEADER,SERVER,Приоритет,Priority
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_HOURS_HEADER,SERVER,Расчетные Часы,Est Hours
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_START_HEADER,SERVER,Расчетная Дата Начала,Est Start Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$EST_END_HEADER,SERVER,Расчетная Дата Завершения,Est End Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ACTUAL_START_HEADER,SERVER,Фактическая Дата Начала,Actual Start Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$ACTUAL_END_HEADER,SERVER,Фактическая Дата Завершения,Actual End Date
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$BUDGET_HEADER,SERVER,Бюджет,Budget
DASHBOARDS$TASK$TASK_SUMMARY$TASK_STATUSES$COMMENTS_HEADER,SERVER,Комментарии,Comments
DASHBOARDS$ASSESSMENT$NAME,SERVER,Оценки,Assessments
DASHBOARDS$ASSESSMENT$DESCRIPTION,SERVER,Отображает статус оценок кибербезопасности,Displays the status of cybersecurity assessments
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$ITEM_NAME,SERVER,Оценки и Задачи,Assessments and Tasks
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$ITEM_DESCRIPTION,SERVER,Сводка Результатов Оценок и Задач,Assessments and Tasks Summary Scores
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ASSESSMENT_NAME_HEADER,SERVER,Название Оценки,Assessment Name
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$TYPE_HEADER,SERVER,Тип,Type
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$FRAMEWORK_HEADER,SERVER,Фреймворк,Framework
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$TASK_NAME_HEADER,SERVER,Название Задачи,Task Name
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$STATUS_HEADER,SERVER,Статус,Status
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ASSIGNEE_HEADER,SERVER,Назначенное Лицо,Assignee
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$PLANNED_START_HEADER,SERVER,Запланированная Дата Начала,Planned Start Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$PLANNED_END_HEADER,SERVER,Запланированная Дата Завершения,Planned End Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ACTUAL_START_HEADER,SERVER,Фактическая Дата Начала,Actual Start Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_TASKS$SUMMARY_SCORES$ACTUAL_END_HEADER,SERVER,Фактическая Дата Завершения,Actual End Date
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$ITEM_NAME,SERVER,Оценки и требования,Assessments and Requirements
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$ITEM_DESCRIPTION,SERVER,Итоговый балл оценок и требований,Assessments and Requirements Summary Scores
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$ASSESSMENT_NAME_HEADER,SERVER,Название Оценки,Assessment Name
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$SECURITY_FRAMEWORK_HEADER,SERVER,Фреймворк Безопасности,Security Framework
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$REQUIREMENT_NUMBER_HEADER,SERVER,Требование #,Requirement #
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$REQUIREMENT_DESCRIPTION_HEADER,SERVER,Описание Требования,Requirement Description
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$CONTROL_IMPL_STATUS_HEADER,SERVER,Статус Контроля Реализации,Control Implementation Status
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$TASK_HEADER,SERVER,Задача,Task
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$PERCENT_IN_PLACE_HEADER,SERVER,Процент на месте,Percent in Place
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$COMMENTS_HEADER,SERVER,Комментарии,Comments
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$CONTROL_ORIGINATION_HEADER,SERVER,Контроль Происхождения,Control Origination
DASHBOARDS$ASSESSMENT$ASSESSMENTS_REQUIREMENTS$TESTER_NAME_HEADER,SERVER,Имя Тестировщика,Tester Name
DASHBOARDS$RESOURCES$NAME,SERVER,Использование Ресурсов,Resource Utilization
DASHBOARDS$RESOURCES$DESCRIPTION,SERVER,Показывает использование ресурсов и планирование,Displays the resource utilization and planning
DASHBOARDS$RESOURCES$RESOURCES_SCORES$EMPLOYEE_NAME_HEADER,SERVER,Имя Сотрудника,Employee Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$PROJECT_NAME_HEADER,SERVER,Название Проекта,Project Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$TASK_NAME_HEADER,SERVER,Название Задачи,Task Name
DASHBOARDS$RESOURCES$RESOURCES_SCORES$EST_HOURS_HEADER,SERVER,Расчетные Часы,Est Hours
DASHBOARDS$RESOURCES$RESOURCES_SCORES$ACTUAL_HOURS_HEADER,SERVER,Фактические Часы,Actual Hours
DASHBOARDS$RESOURCES$RESOURCES_SCORES$STATUS_HEADER,SERVER,Статус,Status
DASHBOARDS$RESOURCES$RESOURCES_SCORES$APPROVAL_HEADER,SERVER,Одобрение,Approval
DASHBOARDS$RESOURCES$RESOURCES_SCORES$START_DATE_HEADER,SERVER,Дата Начала,Start Date
DASHBOARDS$RESOURCES$RESOURCES_SCORES$END_DATE_HEADER,SERVER,Дата Завершения,End Date
DASHBOARDS$RESOURCES$RESOURCES_SCORES$COMMENTS_HEADER,SERVER,Комментарии,Comments
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$NAME,SERVER,GDPR Дашборд,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$DESCRIPTION,SERVER,GDPR Дашборд,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$ITEM_NAME,SERVER,GDPR Статус Системы,System GDPR Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$SYSTEM_HEADER,SERVER,Система,System
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$STATUS_HEADER,SERVER,Статус,Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$ASSET_CLASS_HEADER,SERVER,Класс Активов,Asset Class
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$OWNER_HEADER,SERVER,Владелец,Owner
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$QUESTIONS_APPLIED_HEADER,SERVER,Вопросов Задано,Questions Applied
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$QUESTIONS_ANSWERED_HEADER,SERVER,Вопросов Отвечено,Questions Answered
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$COMPLIANCE_HEADER,SERVER,Соответствие,Compliance
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ITEM_NAME,SERVER,GDPR Статус Организации,Organization GDPR Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ITEM_NAME,SERVER,Сводка,Summary
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$COMPLIANCE_HEADER,SERVER,Соответствие,Compliance
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$FILES_NUMBER_HEADER,SERVER,Количество Файлов,Files number
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ARTICLES_NUMBER_HEADER,SERVER,Количество Статей,Articles number
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ARTICLES_PROCESSED_HEADER,SERVER,Статей обработано,Articles processed
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ITEM_NAME,SERVER,Статусы Статей,Article Statuses
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$RECORD_NUMBER_HEADER,SERVER,#,#
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$CHAPTER_HEADER,SERVER,Глава,Chapter
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ARTICLE_NUMBER_HEADER,SERVER,Статья #,Article #
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ARTICLE_HEADER,SERVER,Статья,Article
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$QUESTION_HEADER,SERVER,Вопрос,Question
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$COMPLIANCE_HEADER,SERVER,Соответствие,Compliance
DRILLDOWNS$VENDOR_QUALS_DOMAIN$ITEM_NAME,SERVER,"Вендор ""{0}"". {1} Детализация.","Vendor ""{0}"". {1} Drilldown."
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$ITEM_NAME,SERVER,Детализация по {0} Метрике - Оценка Кибер Риска: {1},Drill down to {0} Metrics - Cyber Risk Score: {1}
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$QUESTION_HEADER,SERVER,Вопрос,Question
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$WEIGHT_HEADER,SERVER,Вес,Weight
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$ANSWER_HEADER,SERVER,Ответ,Answer
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$ANSWER_WEIGHT_HEADER,SERVER,Вес Ответа,Answer Weight
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$VENDOR_QUALS_DOMAIN$QUALS_DOMAIN_TABLE$MAX_SCORE_HEADER,SERVER,Максимальный Счет,Max Score
DRILLDOWNS$VENDOR_QUAL$ITEM_NAME,SERVER,"Вендор ""{0}"". Качественная Детализация Метрики.","Vendor ""{0}"". Qualitative Metrics Drilldown."
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$ITEM_NAME,SERVER,Общая Оценка Кибер Риска: {0},Total Cyber Risk Score: {0}
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$METRIC_NAME_HEADER,SERVER,Название Метрики,Metric Name
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$CALCULATIONS_HEADER,SERVER,Вычисления,Calculations
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$TARGET_VALUE_HEADER,SERVER,Общее Значение,Target Value
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$LIKELIHOOD_FORMULA,SERVER,Общий Вес Ответов / Максимальный Вес Ответов,Total Answers Weight / Max Answers Weight
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$IMPACT_FORMULA,SERVER,Общий Вес Ответов / Максимальный Вес Ответов,Total Answers Weight / Max Answers Weight
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$TOTAL_COLUMN_VALUE,SERVER,Всего,Total
DRILLDOWNS$VENDOR_QUAL$TOTAL_CYBERRISK_SCORE$TOTAL_FORMULA,SERVER,(Воздействие + Вероятность) / 2,(Impact + Likelihood) / 2
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$ITEM_NAME,SERVER,"Система ""{0}"". {1} Детализация.","System ""{0}"". {1} Drilldown."
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ITEM_NAME,SERVER,Оценочные Вопросы для {0},Scoring Questions for {0}
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ALTERNATIVE_ITEM_NAME,SERVER,Детализация для {0} Метрики - Оценка Кибер Риска: {1},Drill down to {0} Metrics - Cyber Risk Score: {1}
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$QUESTION_HEADER,SERVER,Вопрос,Question
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$WEIGHT_HEADER,SERVER,Вес,Weight
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ANSWER_HEADER,SERVER,Ответ,Answer
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$ANSWER_WEIGHT_HEADER,SERVER,Вес Ответа,Answer Weight
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$SYSTEM_QUALS_DOMAIN$TABLE$MAX_SCORE_HEADER,SERVER,Максимальный Счет,Max Score
DRILLDOWNS$SYSTEM_QUAL$ITEM_NAME,SERVER,"Система ""{0}"". Детализация.","System ""{0}"". Drilldown."
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$ITEM_NAME,SERVER,Системные Назначения,System Assignments
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$PERSON_NAME_HEADER,SERVER,Имя Персоны,Person Name
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DRILLDOWNS$SYSTEM_QUAL$SYSTEM_ASSIGNMENTS$STATUS_HEADER,SERVER,Статус,Status
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$ITEM_NAME,SERVER,Скоринг Риск Метрики,Scoring Risk Metrics
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$METRIC_NAME_HEADER,SERVER,Название Метрики,Metric Name
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$SYSTEM_QUAL$SCORING_RISK_METRICS$TARGET_VALUE_HEADER,SERVER,Целевое Значение,Target Value
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$ITEM_NAME,SERVER,Скоринг Метрики,Scoring Metrics
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$METRIC_NAME_HEADER,SERVER,Название Метрики,Metric Name
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$TARGET_VALUE_HEADER,SERVER,Целевое Значение,Target Value
DRILLDOWNS$SYSTEM_QUAL$SCORING_METRICS$FORMULA_VALUE,SERVER,Σ(Вес Вопроса * Вес Ответа) / Σ(Вес Вопроса * MAX(Вес Ответа)),Σ(Question Weight * Answer Weight) / Σ(Question Weight * MAX(Answer Weight))
DRILLDOWNS$VENDOR_QUANT$ITEM_NAME,SERVER,"Вендор ""{0}"". Детализация Кванта.","Vendor ""{0}"". Quantification Drilldown."
DRILLDOWNS$VENDOR_QUANT$VENDOR$ITEM_NAME,SERVER,Детализация Вендора,Vendor Drilldown
DRILLDOWNS$VENDOR_QUANT$VENDOR$TOTAL_EXPOSURE$ITEM_NAME,SERVER,Общая Уязвимость Вендора: ${0},Total Vendor Exposure: ${0}
DRILLDOWNS$VENDOR_QUANT$VENDOR$TOTAL_EXPOSURE$METRIC_QUANT_HEADER,SERVER,Квант Метрики,Metric Quantification
DRILLDOWNS$VENDOR_QUANT$VENDOR$TOTAL_EXPOSURE$SUMMARY_HEADER,SERVER,Сводка,Summary
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$ITEM_NAME,SERVER,Сводка Квант Метрик,Quantification Metrics Summary
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$METRIC_NAME_HEADER,SERVER,Название Метрики,Metric Name
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$QUANT_HEADER,SERVER,Квант,Quantification
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$VENDOR_QUANT$VENDOR$SUMMARY$CALCULATION_HEADER,SERVER,Вычисления,Calculation
DRILLDOWNS$SYSTEM_QUANT$ITEM_NAME,SERVER,"System ""{0}"". Детализация Кванта.","System ""{0}"". Quantification Drilldown."
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$ITEM_NAME,SERVER,Детализация Системы,System Drilldown
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$ITEM_NAME,SERVER,Общая Уязвимость Системы: ${0},Total System Exposure: ${0}
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$ITEM_NAME_STATIC,SERVER,Общая Уязвимость Системы,Total System Exposure
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$MAX_EXPOSURE$ITEM_NAME_STATIC,SERVER,Максимальная Уязвимость Системы,Max System Exposure
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$METRIC_QUANT_HEADER,SERVER,Квант Метрики,Metric Quantification
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$TOTAL_EXPOSURE$SUMMARY_HEADER,SERVER,Сводка,Summary
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$VAR_AND_VAL$VARIABLE_HEADER,SERVER,Переменная,Variable
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$VAR_AND_VAL$VALUE_HEADER,SERVER,Значение,Value
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$ITEM_NAME,SERVER,Сводка Квант Метрик,Quantification Metrics Summary
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$METRIC_NAME_HEADER,SERVER,Название Метрики,Metric Name
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$QUANT_HEADER,SERVER,Квант,Quantification,
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$SYSTEM_QUANT$SYSTEM$SUMMARY$CALCULATIONS_HEADER,SERVER,Вычисления,Calculations
DRILLDOWNS$ADMIN_SYSOWN$ITEM_NAME,SERVER,"Пользователь ""{0}""{1}. Полная Административная Детализация.","User ""{0}""{1}. Full Admin Drilldown."
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$ITEM_NAME,SERVER,Квант оценка для\u0020,Quantification score for\u0020
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$NUMBER_OF_RECORDS_HEADER,SERVER,Количество Записей,Number of Records
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUANT$DATA_EXFILTRATION_HEADER,SERVER,Эксфильтрация Данных,Data Exfiltration
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$ITEM_NAME,SERVER,[Владелец Системы] Качественные Результаты,[System Owner] Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$IMPACT_HEADER,SERVER,Воздействие,Impact
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$SYSTEM_HEADER,SERVER,Система,System
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$ANSWERS_WEIGHT_HEADER,SERVER,Вес Ответов,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN$SYSTEM_QUAL$TOTAL_WEIGHT_HEADER,SERVER,Общий Вес,Total Weight
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ITEM_NAME,SERVER,[Владелец Вендора] Качественные Результаты Вендора,[Vendor Owner] Vendor Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ALTERNATIVE_ITEM_NAME,SERVER,[Владелец Вендора] Качественные Результаты Облака,[Vendor Owner] Cloud Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$IMPACT_HEADER,SERVER,Воздействие,Impact
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$SYSTEM_VENDOR_HEADER,SERVER,Система / Вендор,System / Vendor
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$ANSWERS_WEIGHT_HEADER,SERVER,Вес Ответов,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN$VENDOR_QUAL$TOTAL_WEIGHT_HEADER,SERVER,Общий Вес,Total Weight
DRILLDOWNS$ADMIN_SYSOWN_QUANT$ITEM_NAME,SERVER,"Пользователь ""{0}"". Детализация Кванта.","User ""{0}"". Quantification Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_QUAL$ITEM_NAME,SERVER,"Пользователь ""{0}"". Качественная Детализация.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$ITEM_NAME,SERVER,"Пользователь ""{0}"". Качественная Детализация.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ITEM_NAME,SERVER,[Владелец Системы] Качественные Результаты Вендора,[System Owner] Vendor Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ALTERNATIVE_ITEM_NAME,SERVER,[Владелец Системы] Качественные Результаты Облака,[System Owner] Cloud Qualitative Scores
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$IMPACT_HEADER,SERVER,Воздействие,Impact
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$SYSTEM_VENDOR_HEADER,SERVER,Система / Вендор,System / Vendor
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$ANSWER_WEIGHT_HEADER,SERVER,Вес Ответов,Answers Weight
DRILLDOWNS$ADMIN_SYSOWN_VENDOR_QUAL$VENDOR_QUAL_SCORES$TOTAL_WEIGHT_HEADER,SERVER,Общий Вес,Total Weight
DRILLDOWNS$ADMIN_VENOWN_QUAL$ITEM_NAME,SERVER,"Пользователь ""{0}"". Качественная Детализация.","User ""{0}"". Qualitative Drilldown."
DRILLDOWNS$BUDGET$ITEM_NAME,SERVER,Детализация Бюджета [{0}].,Budget Drilldown [{0}].
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$ITEM_NAME,SERVER,Фиксированные Затраты на Основной Капитал - Инструмент Безопасности,Fixed Capital Costs - Security Tool
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$FIXED_CAPITAL_COSTS_HEADER,SERVER,Фиксированные Затраты на Основной Капитал,Fixed Capital Costs
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$BU_HEADER,SERVER,BU,BU
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$DATE_HEADER,SERVER,Дата,Date
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$LICENSE_COST_HEADER,SERVER,Стоимость Лицензии,License Cost
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$TOTAL_COST_HEADER,SERVER,Общая Стоимость,Total Cost
DRILLDOWNS$BUDGET$FIXED_CAPITAL_COSTS$TOTAL_TOOL_COST_HEADER,SERVER,Общая Стоимость Инструмента,Total Tool Cost
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$ITEM_NAME,SERVER,Фиксированные Операционные Расходы - Персонал,Fixed Operational Costs - Personnel
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$FIXED_OPERATIONAL_COSTS_HEADER,SERVER,Фиксированные Операционные Расходы,Fixed Operational Costs
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$BU_HEADER,SERVER,BU,BU
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$DATE_HEADER,SERVER,Дата,Date
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$COST_HEADER,SERVER,Стоимость,Cost
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$TOTAL_COST_HEADER,SERVER,Общая Стоимость,Total Cost
DRILLDOWNS$BUDGET$FIXED_OPERATIONAL_COSTS$TOTAL_PERSONNEL_COST_HEADER,SERVER,Общая Стоимость Персонала,Total Personnel Cost
